Handle,Title,Body,Vendor,Type,Tags,Published,Option1 name,Option1 value,Option2 name,Option2 value,Option3 name,Option3 value,Variant sku,Variant grams,Variant inventory tracker,Variant inventory policy,Variant inventory quantity,Variant fullfilment service,Variant price,Variant compare at price,Variant requires shipping,Variant taxable,Variant barcode,Image src,Image alt text,Gift card
mediocre-concrete-keyboard,Mediocre Concrete Keyboard,Beard venmo 8-bit cray flannel single-origin coffee. Never Talk To Strangers. Determinist. Abnormal immemorial lurk loathsome decadent charnel antiquarian.,"Fadel, Murray and Konopelski",PDFs,"Health,Kids,Music",TRUE,Color,mauve,,,,,,349,,deny,44,manual,88.71,,TRUE,TRUE,,https://source.unsplash.com/random/?interior ,Heavy Messing,FALSE
mediocre-concrete-keyboard,,,,,,,Color,purple,,,,,mediocre-concrete-keyboard-purple,287,,deny,26,manual,88.71,,TRUE,TRUE,,,,
mediocre-concrete-keyboard,,,,,,,Color,erin,,,,,mediocre-concrete-keyboard-erin,520,,deny,29,manual,88.71,,TRUE,TRUE,,,,
incredible-plastic-bottle,Incredible Plastic Bottle,Just Read The Instructions. Unmentionable ululate non-euclidean charnel eldritch madness dank. Authentic quinoa banh mi polaroid seitan. Well I Was In The Neighbourhood.,"Doyle, Armstrong and Gleichner",Books,"Shoes,Music,Automotive",TRUE,Color,beige,,,,,,592,,deny,47,manual,50.84,,TRUE,TRUE,,https://source.unsplash.com/random/?product ,No More Mr Nice Guy,FALSE
incredible-plastic-bottle,,,,,,,Color,maroon,,,,,incredible-plastic-bottle-maroon,281,,deny,6,manual,50.84,,TRUE,TRUE,,,,
incredible-plastic-bottle,,,,,,,Color,purple,,,,,incredible-plastic-bottle-purple,446,,deny,12,manual,50.84,,TRUE,TRUE,,,,
heavy-duty-bronze-chair,Heavy Duty Bronze Chair,Cantankerous. Drinking fanny pack cronut offal pop-up. Antediluvian non-euclidean mortal fainted abnormal. A Series Of Unlikely Explanations.,Gerhold and Sons,PDFs,"Baby,Shoes,Games",TRUE,Color,champagne,,,,,,221,,deny,23,manual,4.65,,TRUE,TRUE,,https://source.unsplash.com/random/?product ,Charming But Irrational,FALSE
heavy-duty-bronze-chair,,,,,,,Color,brown,,,,,heavy-duty-bronze-chair-brown,637,,deny,37,manual,4.65,,TRUE,TRUE,,,,
heavy-duty-bronze-chair,,,,,,,Color,olive,,,,,heavy-duty-bronze-chair-olive,269,,deny,26,manual,4.65,,TRUE,TRUE,,,,
practical-wooden-wallet,Practical Wooden Wallet,"Bodhisattva , OAQS. Banh mi chartreuse quinoa lomo street phlogiston bicycle rights goth. Squamous effulgence foetid gambrel eldritch mortal fainted tentacles. I Blame My Mother.",Ziemann Inc,Books,"Games,Industrial,Sports",TRUE,Color,coffee,,,,,,139,,deny,30,manual,2.69,,TRUE,TRUE,,https://source.unsplash.com/random/?product ,Within Reason,FALSE
practical-wooden-wallet,,,,,,,Color,mauve,,,,,practical-wooden-wallet-mauve,502,,deny,5,manual,2.69,,TRUE,TRUE,,,,
practical-wooden-wallet,,,,,,,Color,tan,,,,,practical-wooden-wallet-tan,341,,deny,20,manual,2.69,,TRUE,TRUE,,,,
practical-steel-bag,Practical Steel Bag,Contents May Differ. Fingerstache semiotics fanny pack biodiesel phlogiston ethical kickstarter. Furtive accursed effulgence eldritch. Hylozoist.,"MacGyver, Yundt and Schaefer",Books,"Shoes,Toys,Health",TRUE,Color,azure,,,,,,579,,deny,15,manual,42.43,,TRUE,TRUE,,https://source.unsplash.com/random/?interior ,Hylozoist,FALSE
practical-steel-bag,,,,,,,Color,taupe,,,,,practical-steel-bag-taupe,123,,deny,49,manual,42.43,,TRUE,TRUE,,,,
practical-steel-bag,,,,,,,Color,violet,,,,,practical-steel-bag-violet,561,,deny,22,manual,42.43,,TRUE,TRUE,,,,
heavy-duty-aluminum-shoes,Heavy Duty Aluminum Shoes,Decadent cyclopean blasphemous antediluvian nameless daemoniac. Not Invented Here. Of Course I Still Love You. Jean shorts paleo microdosing lo-fi typewriter semiotics.,"Steuber, King and Considine",PDFs,"Kids,Tools,Outdoors",TRUE,Color,violet,,,,,,342,,deny,23,manual,93.1,,TRUE,TRUE,,https://source.unsplash.com/random/?houseplant ,Just Another Victim Of The Ambient Morality,FALSE
heavy-duty-aluminum-shoes,,,,,,,Color,erin,,,,,heavy-duty-aluminum-shoes-erin,37,,deny,5,manual,93.1,,TRUE,TRUE,,,,
heavy-duty-aluminum-shoes,,,,,,,Color,bronze,,,,,heavy-duty-aluminum-shoes-bronze,906,,deny,23,manual,93.1,,TRUE,TRUE,,,,
intelligent-marble-bottle,Intelligent Marble Bottle,Comprehension noisome ululate immemorial indescribable squamous unnamable. A Fine Disregard For Awkward Facts. No Fixed Abode. Meggings skateboard meditation trust fund.,Schuster-Rice,Books,"Sports,Clothing,Beauty",TRUE,Color,ochre,,,,,,490,,deny,44,manual,86.22,,TRUE,TRUE,,https://source.unsplash.com/random/?houseplant ,Of Course I Still Love You,FALSE
intelligent-marble-bottle,,,,,,,Color,copper,,,,,intelligent-marble-bottle-copper,414,,deny,38,manual,86.22,,TRUE,TRUE,,,,
intelligent-marble-bottle,,,,,,,Color,tan,,,,,intelligent-marble-bottle-tan,832,,deny,36,manual,86.22,,TRUE,TRUE,,,,
lightweight-wool-car,Lightweight Wool Car,Empiricist. Flannel bespoke narwhal vegan. Ravished By The Sheer Implausibility Of That Last Statement. Tenebrous nameless gibbous fungus daemoniac foetid singular dank.,"MacGyver, Mertz and Volkman",PDFs,"Beauty,Health,Books",TRUE,Color,sky,,,,,,376,,deny,28,manual,52.99,,TRUE,TRUE,,https://source.unsplash.com/random/?cutlery ,Transient Atmospheric Phenomenon,FALSE
lightweight-wool-car,,,,,,,Color,emerald,,,,,lightweight-wool-car-emerald,972,,deny,35,manual,52.99,,TRUE,TRUE,,,,
lightweight-wool-car,,,,,,,Color,raspberry,,,,,lightweight-wool-car-raspberry,391,,deny,41,manual,52.99,,TRUE,TRUE,,,,
sleek-paper-knife,Sleek Paper Knife,Health loko flexitarian wes anderson skateboard. Trade Surplus. Abnormal noisome spectral stench ululate. Honest Mistake.,Bahringer-Fisher,PDFs,"Music,Books,Games",TRUE,Color,brown,,,,,,710,,deny,24,manual,5.28,,TRUE,TRUE,,https://source.unsplash.com/random/?product ,Conventional Wisdom,FALSE
sleek-paper-knife,,,,,,,Color,gray,,,,,sleek-paper-knife-gray,182,,deny,29,manual,5.28,,TRUE,TRUE,,,,
sleek-paper-knife,,,,,,,Color,carmine,,,,,sleek-paper-knife-carmine,283,,deny,1,manual,5.28,,TRUE,TRUE,,,,
mediocre-wool-plate,Mediocre Wool Plate,"Offal microdosing schlitz disrupt cardigan gluten-free shoreditch. Eldritch gibbering decadent gibbous. Bodhisattva , OAQS. Excuses And Accusations.","Block, Renner and Dicki",Videos,"Baby,Sports,Garden",TRUE,Color,fuchsia,,,,,,697,,deny,35,manual,14.93,,TRUE,TRUE,,https://source.unsplash.com/random/?cutlery ,Value Judgement,FALSE
mediocre-wool-plate,,,,,,,Color,salmon,,,,,mediocre-wool-plate-salmon,690,,deny,46,manual,14.93,,TRUE,TRUE,,,,
mediocre-wool-plate,,,,,,,Color,aquamarine,,,,,mediocre-wool-plate-aquamarine,177,,deny,5,manual,14.93,,TRUE,TRUE,,,,
sleek-linen-knife,Sleek Linen Knife,Iridescence decadent cat amorphous immemorial spectral. Just Read The Instructions. Tacos gastropub cred banjo cliche ennui pitchfork. Scar Glamour.,"Walker, Auer and Hermann",PDFs,"Shoes,Baby,Jewelry",TRUE,Color,blue,,,,,,343,,deny,31,manual,28.07,,TRUE,TRUE,,https://source.unsplash.com/random/?product ,Don't Try This At Home,FALSE
sleek-linen-knife,,,,,,,Color,viridian,,,,,sleek-linen-knife-viridian,251,,deny,11,manual,28.07,,TRUE,TRUE,,,,
sleek-linen-knife,,,,,,,Color,azure,,,,,sleek-linen-knife-azure,652,,deny,38,manual,28.07,,TRUE,TRUE,,,,
synergistic-wool-chair,Synergistic Wool Chair,Unmentionable iridescence blasphemous gibbous nameless accursed non-euclidean tenebrous. Banjo seitan pabst kogi. Well I Was In The Neighbourhood. Use Psychology.,Funk-Breitenberg,PDFs,"Health,Jewelry,Industrial",TRUE,Color,taupe,,,,,,793,,deny,20,manual,49.9,,TRUE,TRUE,,https://source.unsplash.com/random/?cutlery ,Refreshingly Unconcerned With The Vulgar Exigencies Of Veracity,FALSE
synergistic-wool-chair,,,,,,,Color,sky,,,,,synergistic-wool-chair-sky,47,,deny,20,manual,49.9,,TRUE,TRUE,,,,
synergistic-wool-chair,,,,,,,Color,green,,,,,synergistic-wool-chair-green,604,,deny,17,manual,49.9,,TRUE,TRUE,,,,
sleek-steel-chair,Sleek Steel Chair,Artisan banjo butcher occupy tilde franzen 90's. Empiricist. Xenophobe. Immemorial loathsome nameless antediluvian ululate foetid daemoniac cyclopean singular.,Koss and Sons,Books,"Music,Sports,Sports",TRUE,Color,raspberry,,,,,,588,,deny,9,manual,93.16,,TRUE,TRUE,,https://source.unsplash.com/random/?houseplant ,It'll Be Over By Christmas,FALSE
sleek-steel-chair,,,,,,,Color,peach,,,,,sleek-steel-chair-peach,261,,deny,46,manual,93.16,,TRUE,TRUE,,,,
sleek-steel-chair,,,,,,,Color,ultramarine,,,,,sleek-steel-chair-ultramarine,303,,deny,31,manual,93.16,,TRUE,TRUE,,,,
small-linen-coat,Small Linen Coat,Locavore yolo green juice you probably haven't heard of them lumbersexual schlitz pug. Shunned ululate decadent unnamable abnormal noisome effulgence nameless tentacles. Falling Outside The Normal Moral Constraints. Break Even.,Lesch Inc,Videos,"Tools,Sports,Movies",TRUE,Color,sapphire,,,,,,611,,deny,11,manual,75.83,,TRUE,TRUE,,https://source.unsplash.com/random/?houseplant ,Just Another Victim Of The Ambient Morality,FALSE
small-linen-coat,,,,,,,Color,black,,,,,small-linen-coat-black,296,,deny,29,manual,75.83,,TRUE,TRUE,,,,
small-linen-coat,,,,,,,Color,lemon,,,,,small-linen-coat-lemon,766,,deny,49,manual,75.83,,TRUE,TRUE,,,,
incredible-bronze-computer,Incredible Bronze Computer,"Hidden Income. Small batch master carry before they sold out marfa readymade. Quietly Confident , later Sleeper Service. Immemorial stygian fungus furtive.",Willms-Osinski,PDFs,"Electronics,Grocery,Games",TRUE,Color,grey,,,,,,696,,deny,36,manual,8.87,,TRUE,TRUE,,https://source.unsplash.com/random/?houseplant ,Sanctioned Parts List,FALSE
incredible-bronze-computer,,,,,,,Color,jade,,,,,incredible-bronze-computer-jade,922,,deny,48,manual,8.87,,TRUE,TRUE,,,,
incredible-bronze-computer,,,,,,,Color,lime,,,,,incredible-bronze-computer-lime,612,,deny,36,manual,8.87,,TRUE,TRUE,,,,
practical-linen-plate,Practical Linen Plate,Revisionist. Unmentionable daemoniac indescribable hideous comprehension immemorial. Awkward Customer. Kickstarter pabst fixie whatever.,O'Keefe-Runte,Books,"Kids,Kids,Tools",TRUE,Color,copper,,,,,,384,,deny,48,manual,30.16,,TRUE,TRUE,,https://source.unsplash.com/random/?houseplant ,Space Monster,FALSE
practical-linen-plate,,,,,,,Color,orchid,,,,,practical-linen-plate-orchid,957,,deny,40,manual,30.16,,TRUE,TRUE,,,,
practical-linen-plate,,,,,,,Color,sapphire,,,,,practical-linen-plate-sapphire,570,,deny,16,manual,30.16,,TRUE,TRUE,,,,
lightweight-marble-shoes,Lightweight Marble Shoes,Pinterest loko ennui kinfolk umami pickled. Swarthy ululate antediluvian cat cyclopean gibbous. Now We Try It My Way. Gunboat Diplomat.,"Nolan, Stiedemann and Olson",PDFs,"Electronics,Grocery,Tools",TRUE,Color,sangria,,,,,,929,,deny,38,manual,58.67,,TRUE,TRUE,,https://source.unsplash.com/random/?houseplant ,No Fixed Abode,FALSE
lightweight-marble-shoes,,,,,,,Color,yellow,,,,,lightweight-marble-shoes-yellow,720,,deny,40,manual,58.67,,TRUE,TRUE,,,,
lightweight-marble-shoes,,,,,,,Color,gray,,,,,lightweight-marble-shoes-gray,745,,deny,6,manual,58.67,,TRUE,TRUE,,,,
sleek-aluminum-bench,Sleek Aluminum Bench,Dank cat indescribable madness gibbering squamous. God Told Me To Do It. Don't Try This At Home. Pug farm-to-table tattooed authentic bushwick crucifix cred vhs.,Mayert Inc,Books,"Industrial,Sports,Automotive",TRUE,Color,blush,,,,,,672,,deny,6,manual,12.62,,TRUE,TRUE,,https://source.unsplash.com/random/?houseplant ,Liveware Problem,FALSE
sleek-aluminum-bench,,,,,,,Color,orchid,,,,,sleek-aluminum-bench-orchid,818,,deny,9,manual,12.62,,TRUE,TRUE,,,,
sleek-aluminum-bench,,,,,,,Color,rose,,,,,sleek-aluminum-bench-rose,520,,deny,42,manual,12.62,,TRUE,TRUE,,,,
small-bronze-wallet,Small Bronze Wallet,Different Tan. I Blame Your Mother. Effulgence non-euclidean hideous singular squamous. Letterpress deep v skateboard forage marfa muggle magic 3 wolf moon cronut goth.,Anderson and Sons,Books,"Movies,Movies,Shoes",TRUE,Color,amaranth,,,,,,63,,deny,6,manual,16.79,,TRUE,TRUE,,https://source.unsplash.com/random/?interior ,MBU 604,FALSE
small-bronze-wallet,,,,,,,Color,apricot,,,,,small-bronze-wallet-apricot,875,,deny,38,manual,16.79,,TRUE,TRUE,,,,
small-bronze-wallet,,,,,,,Color,purple,,,,,small-bronze-wallet-purple,112,,deny,13,manual,16.79,,TRUE,TRUE,,,,
awesome-plastic-hat,Awesome Plastic Hat,Abnormal effulgence cat fungus lurk shunned hideous manuscript madness. Just Passing Through. Swag poutine muggle magic disrupt. Never Talk To Strangers.,Carroll-Langworth,Videos,"Computers,Jewelry,Toys",TRUE,Color,tan,,,,,,907,,deny,24,manual,75.74,,TRUE,TRUE,,https://source.unsplash.com/random/?cutlery ,Attitude Adjuster,FALSE
awesome-plastic-hat,,,,,,,Color,champagne,,,,,awesome-plastic-hat-champagne,927,,deny,7,manual,75.74,,TRUE,TRUE,,,,
awesome-plastic-hat,,,,,,,Color,maroon,,,,,awesome-plastic-hat-maroon,701,,deny,19,manual,75.74,,TRUE,TRUE,,,,
incredible-paper-coat,Incredible Paper Coat,Vegan mlkshk pickled bespoke. No One Knows What The Dead Think. Demented But Determined. Daemoniac fainted unnamable mortal.,Ankunding-Schneider,PDFs,"Movies,Sports,Home",TRUE,Color,beige,,,,,,529,,deny,16,manual,76.39,,TRUE,TRUE,,https://source.unsplash.com/random/?cutlery ,Kakistocrat,FALSE
incredible-paper-coat,,,,,,,Color,ivory,,,,,incredible-paper-coat-ivory,242,,deny,49,manual,76.39,,TRUE,TRUE,,,,
incredible-paper-coat,,,,,,,Color,silver,,,,,incredible-paper-coat-silver,398,,deny,26,manual,76.39,,TRUE,TRUE,,,,
ergonomic-linen-plate,Ergonomic Linen Plate,Shoreditch distillery twee portland synth literally meh. Flexible Demeanour. Beats Working. Gibbous iridescence charnel squamous dank abnormal unutterable.,Kiehn LLC,Books,"Outdoors,Sports,Electronics",TRUE,Color,ruby,,,,,,350,,deny,25,manual,51.21,,TRUE,TRUE,,https://source.unsplash.com/random/?product ,Mistake Not...,FALSE
ergonomic-linen-plate,,,,,,,Color,raspberry,,,,,ergonomic-linen-plate-raspberry,121,,deny,50,manual,51.21,,TRUE,TRUE,,,,
ergonomic-linen-plate,,,,,,,Color,cerise,,,,,ergonomic-linen-plate-cerise,271,,deny,37,manual,51.21,,TRUE,TRUE,,,,
aerodynamic-granite-watch,Aerodynamic Granite Watch,Of Course I Still Love You. Paleo pickled pork belly cardigan chillwave crucifix. Irregular Apocalypse. Iridescence noisome foetid unutterable effulgence tentacles singular fainted cat.,Hessel-Bernier,Videos,"Health,Health,Beauty",TRUE,Color,green,,,,,,408,,deny,22,manual,24,,TRUE,TRUE,,https://source.unsplash.com/random/?houseplant ,Bora Horza Gobuchul,FALSE
aerodynamic-granite-watch,,,,,,,Color,turquoise,,,,,aerodynamic-granite-watch-turquoise,88,,deny,18,manual,24,,TRUE,TRUE,,,,
aerodynamic-granite-watch,,,,,,,Color,plum,,,,,aerodynamic-granite-watch-plum,372,,deny,8,manual,24,,TRUE,TRUE,,,,
fantastic-leather-hat,Fantastic Leather Hat,Unutterable decadent nameless spectral swarthy dank cat. So Much For Subtlety. Art party chartreuse iphone chillwave food truck church-key pour-over poutine. You Would If You Really Loved Me.,"Schamberger, Beatty and Hilpert",Books,"Games,Shoes,Baby",TRUE,Color,gold,,,,,,573,,deny,24,manual,8.77,,TRUE,TRUE,,https://source.unsplash.com/random/?interior ,Excuses And Accusations,FALSE
fantastic-leather-hat,,,,,,,Color,apricot,,,,,fantastic-leather-hat-apricot,217,,deny,8,manual,8.77,,TRUE,TRUE,,,,
fantastic-leather-hat,,,,,,,Color,ivory,,,,,fantastic-leather-hat-ivory,369,,deny,7,manual,8.77,,TRUE,TRUE,,,,
ergonomic-leather-table,Ergonomic Leather Table,3 wolf moon taxidermy small batch lumbersexual bushwick jean shorts marfa franzen cleanse. T3OU 118. Beastly To The Animals. Antiquarian blasphemous lurk foetid tenebrous stygian hideous singular.,Gorczany-Mann,PDFs,"Baby,Health,Health",TRUE,Color,purple,,,,,,36,,deny,10,manual,69.42,,TRUE,TRUE,,https://source.unsplash.com/random/?houseplant ,No One Knows What The Dead Think,FALSE
ergonomic-leather-table,,,,,,,Color,orchid,,,,,ergonomic-leather-table-orchid,318,,deny,7,manual,69.42,,TRUE,TRUE,,,,
ergonomic-leather-table,,,,,,,Color,cyan,,,,,ergonomic-leather-table-cyan,647,,deny,11,manual,69.42,,TRUE,TRUE,,,,
heavy-duty-paper-computer,Heavy Duty Paper Computer,You Call This Clean?. Aesthetic normcore kinfolk narwhal. Blasphemous accursed shunned loathsome gibbous unutterable comprehension iridescence non-euclidean. Xenophobe.,Reilly and Sons,Books,"Grocery,Books,Shoes",TRUE,Color,tan,,,,,,734,,deny,32,manual,69.07,,TRUE,TRUE,,https://source.unsplash.com/random/?product ,Ravished By The Sheer Implausibility Of That Last Statement,FALSE
heavy-duty-paper-computer,,,,,,,Color,rose,,,,,heavy-duty-paper-computer-rose,759,,deny,16,manual,69.07,,TRUE,TRUE,,,,
heavy-duty-paper-computer,,,,,,,Color,silver,,,,,heavy-duty-paper-computer-silver,387,,deny,12,manual,69.07,,TRUE,TRUE,,,,
practical-steel-gloves,Practical Steel Gloves,Furtive tentacles tenebrous stench daemoniac antiquarian immemorial. You'll Clean That Up Before You Leave. Slow-carb twee aesthetic cardigan normcore kitsch. Lasting Damage I.,Raynor-Kreiger,PDFs,"Clothing,Electronics,Tools",TRUE,Color,beige,,,,,,786,,deny,44,manual,85.08,,TRUE,TRUE,,https://source.unsplash.com/random/?houseplant ,Within Reason,FALSE
practical-steel-gloves,,,,,,,Color,lavender,,,,,practical-steel-gloves-lavender,552,,deny,38,manual,85.08,,TRUE,TRUE,,,,
practical-steel-gloves,,,,,,,Color,black,,,,,practical-steel-gloves-black,20,,deny,26,manual,85.08,,TRUE,TRUE,,,,
ergonomic-plastic-computer,Ergonomic Plastic Computer,Migas health street vice green juice normcore. Scar Glamour. Bad For Business. Antiquarian stygian indescribable tentacles gambrel unnamable fainted.,"Lemke, Wuckert and Streich",PDFs,"Beauty,Books,Health",TRUE,Color,green,,,,,,340,,deny,26,manual,2.79,,TRUE,TRUE,,https://source.unsplash.com/random/?product ,Screw Loose,FALSE
ergonomic-plastic-computer,,,,,,,Color,chocolate,,,,,ergonomic-plastic-computer-chocolate,969,,deny,33,manual,2.79,,TRUE,TRUE,,,,
ergonomic-plastic-computer,,,,,,,Color,beige,,,,,ergonomic-plastic-computer-beige,401,,deny,47,manual,2.79,,TRUE,TRUE,,,,
enormous-bronze-knife,Enormous Bronze Knife,Value Judgement. T3OU 736. Irony yuccie ugh direct trade everyday. Accursed daemoniac stench decadent amorphous indescribable unmentionable squamous.,Turcotte-Murray,Books,"Garden,Grocery,Beauty",TRUE,Color,lemon,,,,,,448,,deny,2,manual,48.15,,TRUE,TRUE,,https://source.unsplash.com/random/?houseplant ,Flexible Demeanour,FALSE
enormous-bronze-knife,,,,,,,Color,puce,,,,,enormous-bronze-knife-puce,333,,deny,7,manual,48.15,,TRUE,TRUE,,,,
enormous-bronze-knife,,,,,,,Color,amethyst,,,,,enormous-bronze-knife-amethyst,27,,deny,40,manual,48.15,,TRUE,TRUE,,,,
practical-cotton-wallet,Practical Cotton Wallet,Just Passing Through. Tentacles gambrel antiquarian singular. Truffaut artisan thundercats keffiyeh intelligentsia occupy twee. Limivorous.,Williamson-Kassulke,PDFs,"Home,Kids,Tools",TRUE,Color,amethyst,,,,,,474,,deny,26,manual,51.81,,TRUE,TRUE,,https://source.unsplash.com/random/?interior ,"Bodhisattva , OAQS",FALSE
practical-cotton-wallet,,,,,,,Color,periwinkle,,,,,practical-cotton-wallet-periwinkle,656,,deny,45,manual,51.81,,TRUE,TRUE,,,,
practical-cotton-wallet,,,,,,,Color,coral,,,,,practical-cotton-wallet-coral,809,,deny,17,manual,51.81,,TRUE,TRUE,,,,
durable-plastic-lamp,Durable Plastic Lamp,Before they sold out celiac green juice brooklyn. Nervous Energy. Indescribable decadent antediluvian lurk ululate stench. T3OU 736.,"Pagac, McClure and Schiller",Videos,"Health,Beauty,Jewelry",TRUE,Color,apricot,,,,,,349,,deny,28,manual,41.91,,TRUE,TRUE,,https://source.unsplash.com/random/?interior ,Arrested Development,FALSE
durable-plastic-lamp,,,,,,,Color,amaranth,,,,,durable-plastic-lamp-amaranth,941,,deny,32,manual,41.91,,TRUE,TRUE,,,,
durable-plastic-lamp,,,,,,,Color,ultramarine,,,,,durable-plastic-lamp-ultramarine,69,,deny,50,manual,41.91,,TRUE,TRUE,,,,
aerodynamic-paper-shirt,Aerodynamic Paper Shirt,Peace Makes Plenty. Godard tilde cliche scenester schlitz. Fungus manuscript gambrel foetid charnel noisome abnormal gibbous. Armchair Traveller.,"Kovacek, Gottlieb and Haley",Videos,"Baby,Industrial,Music",TRUE,Color,blush,,,,,,693,,deny,1,manual,69.58,,TRUE,TRUE,,https://source.unsplash.com/random/?interior ,Well I Was In The Neighbourhood,FALSE
aerodynamic-paper-shirt,,,,,,,Color,orchid,,,,,aerodynamic-paper-shirt-orchid,392,,deny,7,manual,69.58,,TRUE,TRUE,,,,
aerodynamic-paper-shirt,,,,,,,Color,salmon,,,,,aerodynamic-paper-shirt-salmon,143,,deny,28,manual,69.58,,TRUE,TRUE,,,,
sleek-concrete-hat,Sleek Concrete Hat,Fixed Grin. Unnamable amorphous immemorial gambrel daemoniac unutterable singular. Five dollar toast flexitarian small batch stumptown park leggings chicharrones. Limiting Factor.,D'Amore and Sons,Videos,"Clothing,Grocery,Home",TRUE,Color,red,,,,,,761,,deny,18,manual,59.29,,TRUE,TRUE,,https://source.unsplash.com/random/?product ,Reasonable Excuse,FALSE
sleek-concrete-hat,,,,,,,Color,beige,,,,,sleek-concrete-hat-beige,191,,deny,7,manual,59.29,,TRUE,TRUE,,,,
sleek-concrete-hat,,,,,,,Color,silver,,,,,sleek-concrete-hat-silver,233,,deny,13,manual,59.29,,TRUE,TRUE,,,,
synergistic-bronze-bench,Synergistic Bronze Bench,Pitchfork skateboard disrupt yr mustache knausgaard. Cargo Cult. Teething Problems. Gibbering unmentionable non-euclidean antediluvian squamous furtive foetid.,Huels Inc,Books,"Shoes,Automotive,Grocery",TRUE,Color,pink,,,,,,659,,deny,23,manual,33.45,,TRUE,TRUE,,https://source.unsplash.com/random/?product ,Hidden Income,FALSE
synergistic-bronze-bench,,,,,,,Color,coral,,,,,synergistic-bronze-bench-coral,209,,deny,1,manual,33.45,,TRUE,TRUE,,,,
synergistic-bronze-bench,,,,,,,Color,cerulean,,,,,synergistic-bronze-bench-cerulean,524,,deny,50,manual,33.45,,TRUE,TRUE,,,,